,Unnamed: 0,business_name,telephone,business_page,rank,category,website,rating,street,locality,region,zipcode,listing_url,keyword,Address,x,y,STATE,GEOID,BLOCK,TRACT
10,10,Payday Loans Chicago,(312) 252-1822,https://www.yellowpages.com/chicago-il/mip/payday-loans-chicago-462335065,11.0,"Payday Loans,Check Cashing Service",http://paydayloans-chicago.net,2.0,30 E Adams St,"Chicago, IL 60603",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=1",payday loans,"30 E Adams St Chicago, IL 60603",-87.62655,41.879517,NS,17,1011,320400
11,11,Uptown Cash,(773) 538-3061,https://www.yellowpages.com/chicago-il/mip/uptown-cash-7220631?lid=1001933258585,12.0,"Payday Loans,Loans,Financing Services",http://api.citygridmedia.com/content/places/v2/click?q=urVBa6moXC5S9VPyC16BYBn_NxLXMVobS_8vbcyI69_gxb4CfBJy9OKohTker_VRQUs_rkabzY8Aw-E7wg8PzxGIRE6Qeb1zffG2kRjt9wW32cq9uCECkL8wpv5bmgpn5nojcv9WvR4tzJDNeKYzXE4YhOBaKhvkLKCmWve5GHaHxoQke3wUjhGYYBA51srw_NyTF13YeIeCxgoL1tanPStMJQic_ExzcpmMoMvt4ofopoMmI8heNzYQQlMsFGoOVquUMLQJNRAr2Y-VCBoxKE4IkDKaJEl07VZOLrPcuaxM6X62A1RGUVAt5vECqaBlKsqcStLQFSWfwDW1dv4WPCpiOWauYTw7c0UNpYogEIItDAplIXKFXlDA-uJyjEegXWYOfx87yY3xWkjoH3pM4zfmW94Z44q-XejsIwAKHYk&reference_id=0&publisher=yellowpages&placement=ypwebsitesrpr&action_target=listing_website,,8641 S Cottage Grove Ave,"Chicago, IL 60619",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=1",payday loans,"8641 S Cottage Grove Ave Chicago, IL 60619",-87.60484,41.737682,NS,17,2006,440102
12,12,First Cash Advance,(312) 850-9999,https://www.yellowpages.com/chicago-il/mip/first-cash-advance-480737733,13.0,"Payday Loans,Loans,Check Cashing Service",http://www.checksmartstores.com,,1113 W Chicago Ave,"Chicago, IL 60642",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=1",payday loans,"1113 W Chicago Ave Chicago, IL 60642",-87.6559,41.89625,NS,17,2007,243500
13,13,America's Financial Choice,(312) 461-9999,https://www.yellowpages.com/chicago-il/mip/americas-financial-choice-7636083,14.0,"Payday Loans,Loans",http://www.afchoice.com,,570 W Roosevelt Rd,"Chicago, IL 60607",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=1",payday loans,"570 W Roosevelt Rd Chicago, IL 60607",-87.64148,41.867237,NS,17,2021,841900
14,14,PLS Loan Store,(312) 377-2930,https://www.yellowpages.com/chicago-il/mip/pls-loan-store-17516,15.0,"Payday Loans,Financial Services,Check Cashing Service",http://www.plsfinancial.com,,154 N Wabash Ave,"Chicago, IL 60601",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=1",payday loans,"154 N Wabash Ave Chicago, IL 60601",-87.62627,41.884995,NS,17,1033,320102
15,15,Usa Payday Loan,(773) 481-9053,https://www.yellowpages.com/chicago-il/mip/usa-payday-loan-453291155,16.0,"Payday Loans,Check Cashing Service,Financing Services",,,3243 N Harlem Ave,"Chicago, IL 60634",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=1",payday loans,"3243 N Harlem Ave Chicago, IL 60634",-87.80678,41.938953,NS,17,6025,171000
16,17,Cash Advance Imea,(312) 278-3829,https://www.yellowpages.com/chicago-il/mip/cash-advance-imea-482058761,18.0,Payday Loans,http://www.cashadvanceimea.com,,537 S Dearborn St,"Chicago, IL 60605",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=1",payday loans,"537 S Dearborn St Chicago, IL 60605",-87.62922,41.875153,NS,17,2046,839100
17,18,Advance Cashnet,(773) 888-7024,https://www.yellowpages.com/chicago-il/mip/advance-cashnet-529717927,19.0,"Payday Loans,Loans,Financial Services",,,175 W Jackson Blvd Ste 1000,"Chicago, IL 60604",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=1",payday loans,"175 W Jackson Blvd Ste 1000 Chicago, IL 60604",-87.63331,41.878117,NS,17,1099,839100
18,19,C Biz Benefits & Insurance,(312) 491-7300,https://www.yellowpages.com/chicago-il/mip/c-biz-benefits-insurance-28306900,20.0,"Payday Loans,Financing Services,Financial Services",http://www.cbiz.com,,1 S Wacker Dr,"Chicago, IL 60606",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=1",payday loans,"1 S Wacker Dr Chicago, IL 60606",-87.63676,41.88191,NS,17,1065,839100
19,21,Cumulus Funding,(877) 285-0389,https://www.yellowpages.com/chicago-il/mip/cumulus-funding-505818622,22.0,"Payday Loans,Financial Services,Loans",http://cumulusfunding.com,,325 W Huron St Ste 300,"Chicago, IL 60654",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=1",payday loans,"325 W Huron St Ste 300 Chicago, IL 60654",-87.6366,41.894753,NS,17,1022,081800
20,22,Insta Cash Inc,(773) 360-8542,https://www.yellowpages.com/chicago-il/mip/insta-cash-inc-463953270,23.0,Payday Loans,,,1032 N Ashland Ave,"Chicago, IL 60622",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=1",payday loans,"1032 N Ashland Ave Chicago, IL 60622",-87.66743,41.900654,NS,17,1008,242100
21,23,1st Loans Financial,(773) 235-5500,https://www.yellowpages.com/chicago-il/mip/1st-loans-financial-549183670,24.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.firstcashadvance.com,,1238 N Ashland Ave,"Chicago, IL 60622",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=1",payday loans,"1238 N Ashland Ave Chicago, IL 60622",-87.667534,41.904507,NS,17,3007,241500
22,24,CashLand,(773) 340-4332,https://www.yellowpages.com/chicago-il/mip/cashland-503449747,25.0,"Payday Loans,Gold, Silver & Platinum Buyers & Dealers,Check Cashing Service",http://www.cashamerica.com/cashland-stores,,4558 S Cicero Ave,"Chicago, IL 60638",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=1",payday loans,"4558 S Cicero Ave Chicago, IL 60638",-87.74332,41.8102,NS,17,2004,560200
23,25,"Illinois Title Loans,Inc",(773) 637-5117,https://www.yellowpages.com/chicago-il/mip/illinois-title-loans-inc-1606065,26.0,"Payday Loans,Title Loans,Loans",http://www.illinoistitleloansinc.com,,5953 W North Ave,"Chicago, IL 60639",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=1",payday loans,"5953 W North Ave Chicago, IL 60639",-87.77474,41.90926,NS,17,4003,250600
24,26,National Quik Cash,(773) 978-9900,https://www.yellowpages.com/chicago-il/mip/national-quik-cash-8795018,27.0,"Payday Loans,Alternative Loans",http://www.mynationalquikcash.com,,8202 S Stony Island Ave,"Chicago, IL 60617",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=1",payday loans,"8202 S Stony Island Ave Chicago, IL 60617",-87.58585,41.745846,NS,17,6028,834300
25,28,Cash for Whatever Illinois,(888) 272-5105,https://www.yellowpages.com/chicago-il/mip/cash-for-whatever-illinois-543018475,29.0,"Payday Loans,Loans",,,6160 N Cicero Ave,"Chicago, IL 60646",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=1",payday loans,"6160 N Cicero Ave Chicago, IL 60646",-87.74834,41.99239,NS,17,4001,120200
26,29,PLS Loan Store,(312) 357-4000,https://www.yellowpages.com/chicago-il/mip/pls-loan-store-20278,30.0,"Payday Loans,Loans,Financing Services",http://pls247.com/il/store-locator/store/270-177-w-lake-st-chicago.html,,177 W Lake St,"Chicago, IL 60601",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=1",payday loans,"177 W Lake St Chicago, IL 60601",-87.63347,41.885727,NS,17,1034,839100
27,0,First American Cash Advance,(773) 767-8900,https://www.yellowpages.com/chicago-il/mip/first-american-cash-advance-3883045,31.0,"Payday Loans,Check Cashing Service,Loans",http://www.cashcitypayday.com,,7753 S Cicero Ave,"Chicago, IL 60652",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"7753 S Cicero Ave Chicago, IL 60652",-87.741455,41.751923,NS,17,2000,700200
28,1,Chicago Payday Loan Online,(630) 796-0881,https://www.yellowpages.com/chicago-il/mip/chicago-payday-loan-online-469728445,32.0,"Payday Loans,Loans",http://www.chicagopaydayloanonline.com,,314 E Randolph St,"Chicago, IL 60601",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"314 E Randolph St Chicago, IL 60601",-87.62011,41.88452,NS,17,1003,320101
29,2,PLS Loan Store,(773) 881-3300,https://www.yellowpages.com/chicago-il/mip/pls-loan-store-5672118,33.0,"Payday Loans,Loans,Financing Services",http://pls247.com/il/store-locator/store/251-9920-s-western-ave-chicago.html,,9920 S Western Ave,"Chicago, IL 60643",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"9920 S Western Ave Chicago, IL 60643",-87.68184,41.71321,NS,17,1000,720400
30,3,Check Into Cash,(773) 737-1562,https://www.yellowpages.com/chicago-il/mip/check-into-cash-11560054,34.0,"Payday Loans,Check Cashing Service,Loans",http://www.checkintocash.com,,5851 S Kedzie Ave,"Chicago, IL 60629",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"5851 S Kedzie Ave Chicago, IL 60629",-87.703354,41.78665,NS,17,4016,630800
31,4,Heights Finance Corp,(773) 386-0440,https://www.yellowpages.com/chicago-il/mip/heights-finance-corp-463873423,35.0,"Payday Loans,Financing Services,Loans",http://www.heightsfinance.com,,2906 N Central Park Ave,"Chicago, IL 60618",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"2906 N Central Park Ave Chicago, IL 60618",-87.717255,41.933987,NS,17,2008,210502
32,5,Broadway Financial Services,(773) 537-2300,https://www.yellowpages.com/chicago-il/mip/broadway-financial-services-512134561,36.0,"Payday Loans,Loans,Alternative Loans",https://www.broadwayfs.com/about-hayden,,3755 N Halsted St,"Chicago, IL 60613",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"3755 N Halsted St Chicago, IL 60613",-87.6496,41.950535,NS,17,1001,060900
33,7,Check N' Go,(708) 660-9655,https://www.yellowpages.com/chicago-il/mip/check-n-go-516941640,38.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,1701 W North Ave,"Chicago, IL 60622",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"1701 W North Ave Chicago, IL 60622",-87.67071,41.910583,NS,17,1002,241500
34,8,Payday Car Home Business Loans,(312) 488-1344,https://www.yellowpages.com/chicago-il/mip/payday-car-home-business-loans-467192932,39.0,"Payday Loans,Loans,Mortgages",,1.0,7524 N Paulina St,"Chicago, IL 60626",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"7524 N Paulina St Chicago, IL 60626",-87.673294,42.018772,NS,17,1002,010202
35,9,USA PAYDAY Loan,(773) 767-4751,https://www.yellowpages.com/chicago-il/mip/usa-payday-loan-1954657,40.0,"Check Cashing Service,Loans,Financing Services",,,8127 S Cicero Ave,"Chicago, IL 60652",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"8127 S Cicero Ave Chicago, IL 60652",-87.74121,41.74502,NS,17,3016,700301
36,10,"Illinois Title Loans, Inc.",(800) 965-1438,https://www.yellowpages.com/nationwide/mip/illinois-title-loans-inc-536297351?lid=1001881127211,41.0,"Payday Loans,Title Loans,Alternative Loans",http://www.illinoistitleloansinc.com/?utm_medium=pll&utm_source=yp&utm_campaign=ilst,1.0,,,,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,,,,,,,
37,17,"Illinois Title Loans, Inc.",(630) 642-1103,https://www.yellowpages.com/cicero-il/mip/illinois-title-loans-inc-551092340?lid=1002013115176,48.0,"Payday Loans,Title Loans,Alternative Loans",http://www.illinoistitleloansinc.com/?utm_medium=mlp&utm_source=yp&utm_campaign=il0327,,2321 S Cicero Ave,"Cicero, IL 60804",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"2321 S Cicero Ave Cicero, IL 60804",-87.74415,41.847507,NS,17,3000,813801
38,18,Instant Cash Advance,(708) 848-9999,https://www.yellowpages.com/oak-park-il/mip/instant-cash-advance-546002392,49.0,Payday Loans,https://www.advancecash.info,,6421 North Ave,"Oak Park, IL 60302",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"6421 North Ave Oak Park, IL 60302",,,,,,
39,19,The Money Company,(708) 366-3267,https://www.yellowpages.com/forest-park-il/mip/the-money-company-13689795,50.0,"Payday Loans,Loans",http://www.moneycoloans.com,,7204 Madison St,"Forest Park, IL 60130",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"7204 Madison St Forest Park, IL 60130",-87.80499,41.87964,NS,17,1000,816000
40,20,Metro Loan Stores,(708) 571-3540,https://www.yellowpages.com/cicero-il/mip/metro-loan-stores-509792931,51.0,"Payday Loans,Financing Services,Title Loans",http://www.metroloanstore.com,,1627 S Cicero Ave,"Cicero, IL 60804",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"1627 S Cicero Ave Cicero, IL 60804",-87.74449,41.858128,NS,17,3000,813702
41,21,Speedy Cash,(708) 580-6978,https://www.yellowpages.com/alsip-il/mip/speedy-cash-480761703?lid=1000785043002,52.0,"Payday Loans,Check Cashing Service,Money Transfer Service",https://www.speedycash.com/store-services/find-a-store/illinois/alsip/cicero-and-111th/?utm_source=iyp&utm_medium=yp&utm_campaign=mlp&utm_state=IL&cvsosrc=directory.yp.iyp-mlp,,11100 S Cicero Ave,"Alsip, IL 60803",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"11100 S Cicero Ave Alsip, IL 60803",-87.73971,41.690258,NS,17,1000,823200
42,22,Speedy Cash,(708) 433-9970,https://www.yellowpages.com/melrose-park-il/mip/speedy-cash-497555492?lid=1000785042935,53.0,"Payday Loans,Money Transfer Service,Money Order Service",https://www.speedycash.com/store-services/find-a-store/illinois/melrose-park/mannheim-rd-and-north/?utm_source=iyp&utm_medium=yp&utm_campaign=mlp&utm_state=IL&cvsosrc=directory.yp.iyp-mlp,,1931 N Mannheim Rd,"Melrose Park, IL 60160",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"1931 N Mannheim Rd Melrose Park, IL 60160",-87.883804,41.908783,NS,17,4001,811301
43,23,Cash Direct Inc,(708) 422-8201,https://www.yellowpages.com/oak-lawn-il/mip/cash-direct-inc-8128143,54.0,Payday Loans,,,10406 S Cicero Ave,"Oak Lawn, IL 60453",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"10406 S Cicero Ave Oak Lawn, IL 60453",-87.740204,41.703495,NS,17,1018,822602
44,24,PLS Loan Store,(708) 952-0800,https://www.yellowpages.com/evergreen-park-il/mip/pls-loan-store-8798814,55.0,Payday Loans,,,2501 W 95th St,"Evergreen Park, IL 60805",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"2501 W 95th St Evergreen Park, IL 60805",-87.684654,41.720905,NS,17,1001,821900
45,25,Devon Financial Services,(708) 731-5094,https://www.yellowpages.com/maywood-il/mip/devon-financial-services-503023379,56.0,"Payday Loans,Title Loans",http://www.loansdfs.com,,1702 Madison St,"Maywood, IL 60153",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"1702 Madison St Maywood, IL 60153",-87.85385,41.878624,NS,17,4009,817200
46,26,Metro Loan Store,(708) 571-3530,https://www.yellowpages.com/evergreen-park-il/mip/metro-loan-store-532186875,57.0,"Payday Loans,Loans,Title Loans",http://metroloanstore.com,,3148 W 95th St,"Evergreen Park, IL 60805",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"3148 W 95th St Evergreen Park, IL 60805",-87.70108,41.720745,NS,17,4005,821800
47,27,Fast Cash Advance,(708) 344-0101,https://www.yellowpages.com/westchester-il/mip/fast-cash-advance-13090797,58.0,Payday Loans,,,10311 W Roosevelt Rd,"Westchester, IL 60154",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"10311 W Roosevelt Rd Westchester, IL 60154",-87.88012,41.863316,NS,17,4009,818200
48,28,Great American Cash Advance,(708) 857-8400,https://www.yellowpages.com/chicago-ridge-il/mip/great-american-cash-advance-8009288,59.0,Payday Loans,http://checkngo.com,,9980 Ridgeland Ave,"Chicago Ridge, IL 60415",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=2",payday loans,"9980 Ridgeland Ave Chicago Ridge, IL 60415",-87.77958,41.710224,NS,17,5010,823001
49,0,Check N' Go,(773) 224-6000,https://www.yellowpages.com/chicago-il/mip/check-n-go-21946484,61.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,2003 W 79th St,"Chicago, IL 60620",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=3",payday loans,"2003 W 79th St Chicago, IL 60620",-87.67448,41.750214,NS,17,4002,710500
50,1,Check N' Go,(773) 271-0303,https://www.yellowpages.com/chicago-il/mip/check-n-go-13166634,62.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,2307 W Lawrence Ave,"Chicago, IL 60625",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=3",payday loans,"2307 W Lawrence Ave Chicago, IL 60625",-87.68664,41.96864,NS,17,3003,040600
51,2,Check N' Go,(773) 568-0900,https://www.yellowpages.com/chicago-il/mip/check-n-go-6261246,63.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,238 E 103rd St,"Chicago, IL 60628",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=3",payday loans,"238 E 103rd St Chicago, IL 60628",-87.62987,41.707092,NS,17,3028,490700
52,3,Check N' Go,(773) 843-9200,https://www.yellowpages.com/chicago-il/mip/check-n-go-12404177,64.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,3125 S Ashland Ave Ste 206,"Chicago, IL 60608",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=3",payday loans,"3125 S Ashland Ave Ste 206 Chicago, IL 60608",-87.66572,41.836845,NS,17,1004,840400
53,4,Check N' Go,(773) 533-8300,https://www.yellowpages.com/chicago-il/mip/check-n-go-6204356,65.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,800 N Kedzie Ave Ste 225,"Chicago, IL 60651",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=3",payday loans,"800 N Kedzie Ave Ste 225 Chicago, IL 60651",-87.706566,41.89559,NS,17,1020,836600
54,5,Check N' Go,(773) 838-8900,https://www.yellowpages.com/chicago-il/mip/check-n-go-16605153,66.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,5160 S Pulaski Rd Ste 111,"Chicago, IL 60632",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=3",payday loans,"5160 S Pulaski Rd Ste 111 Chicago, IL 60632",-87.72334,41.799202,NS,17,1000,620200
55,6,Check N' Go,(773) 486-4200,https://www.yellowpages.com/chicago-il/mip/check-n-go-8606236,67.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,3329 W North Ave,"Chicago, IL 60647",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=3",payday loans,"3329 W North Ave Chicago, IL 60647",,,,,,
56,7,Check N' Go,(773) 476-6646,https://www.yellowpages.com/chicago-il/mip/check-n-go-4051627,68.0,"Payday Loans,Check Cashing Service,Loans",http://www.checkngo.com,,6311 S Western Ave Ste B,"Chicago, IL 60636",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=3",payday loans,"6311 S Western Ave Ste B Chicago, IL 60636",-87.683624,41.77904,NS,17,1003,660700
57,8,Check N' Go,(773) 237-7557,https://www.yellowpages.com/chicago-il/mip/check-n-go-11880563,69.0,"Payday Loans,Check Cashing Service,Financial Services",http://www.checkngo.com,,5638 W Fullerton Ave,"Chicago, IL 60639",,,"https://www.yellowpages.com/search?search_terms=payday%20loans&geo_location_terms=Chicago,%20IL&page=3",payday loans,"5638 W Fullerton Ave Chicago, IL 60639",-87.7674,41.923965,NS,17,2032,190602
